0.943888,0.0,0.600112,0.0,0.0,0.0,0.527116,0.702581,0.0,0.675857,0.149756,0.863332,0.0,0.0,0.0,0.86675,0.0,0.0,0.0,0.018338,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.284055,0.96909,0.0,0.0,0.0,0.826374,0.589202,0.0,0.167769,0.0,0.0,0.694322,0.541277,0.717757,0.56736,0.0,0.297526,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.068304,0.0,0.0,0.0,0.0,0.996799,0.098242,0.397889,0.0,0.0,0.406956,0.0,0.0,0.227403,0.329294,0.877632,0.0,0.593256,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.314871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31848,0.709888,0.0,0.711476,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.625495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138212,0.555316,0.724625,0.0,0.13488,0.388355,0.321251,1.0,0.0,0.0,1.0,1.0,0.0
0.285433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209706,0.201524,0.0,0.0,0.869575,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.272626,0.0,0.495291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.804499,0.050067,0.0,0.0,0.248425,0.864953,0.0,0.0,0.0,0.525987,0.181517,0.0,0.860268,0.580077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.51585,0.239435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.679736,0.397033,0.0,0.0,0.0,0.0,0.141831,0.0,0.976812,0.008212,0.0,0.0,0.0,0.296173,0.649254,0.0,0.0,0.144581,0.611972,0.719265,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.333988,0.234685,0.0,0.0,0.503898,0.990163,0.0,0.034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.129461,0.688526,0.134953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681919,0.035797,0.0,0.0,0.087241,0.941251,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.001331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.043087,0.0,0.0,0.068826,0.450683,0.787125,0.944499,0.873072,0.0,0.51157,0.0,0.486024,0.0,0.0,0.0,0.0,0.0,0.7431,0.576318,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.36042,0.0,0.0,0.321826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.985533,0.0,0.345676,0.781833,0.778039,0.624158,0.0,0.0,0.0,0.0,0.0,0.940662,0.265967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.502037,0.0,0.0,0.678764,0.0,0.415399,0.0,0.0,0.798218,0.925744,0.110473,0.801928,0.0,0.0,0.919245,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.502732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442042,0.958451,0.0,1.0,1.0,1.0,0.0,1.0,0.0
0.920316,0.0,0.0,0.0,0.38011,0.0,0.0,0.0,0.827088,0.0,0.0,0.0,0.232312,0.22928,0.0,0.701499,0.0,0.0,0.276794,0.496444,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583085,0.987193,0.0,0.77981,0.059721,0.544892,0.0,0.755735,1.0,1.0,1.0,1.0,0.0,0.0
0.938054,0.150956,0.0,0.473273,0.0,0.0,0.6095,0.798013,0.0,0.0,0.0,0.0,0.730923,0.0,0.23289,0.0,0.741039,0.0,0.0,0.280142,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.518114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.513998,0.842478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073049,0.054042,0.0,0.0,0.0,0.177873,0.0,1.0,0.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.792731,0.076537,0.471496,0.0,0.0,0.557612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.079715,0.0,0.833309,0.0,0.0,0.388343,0.774455,0.0,0.0,0.517493,0.0,0.743665,0.59707,0.75261,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.084284,0.0,0.0,0.0,0.0,0.0,0.978764,0.366419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
